customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-13369720,Male,1,Yes,Yes,71,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,100.21,7114.91,Yes
CUST-81819939,Male,0,No,No,65,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.68,5894.2,Yes
CUST-83963364,Female,0,No,No,1,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,99.14,99.14,Yes
CUST-12640328,Male,0,Yes,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,35.0,140.0,No
CUST-35856919,Female,1,No,No,4,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,91.82,367.28,Yes
CUST-67658082,Female,0,No,No,27,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Bank transfer (automatic),96.2,2597.4,No
CUST-65395426,Male,0,Yes,No,43,Yes,No,DSL,No,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),79.43,3415.49,No
CUST-37348975,Female,0,No,Yes,59,Yes,No,DSL,No,No,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),73.3,4324.7,No
CUST-21552291,Male,0,No,Yes,32,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,76.26,2440.32,No
CUST-10070640,Male,0,Yes,No,33,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),91.73,3027.09,No
CUST-87498463,Male,0,No,Yes,28,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,41.46,1160.88,No
CUST-72976036,Male,0,Yes,Yes,55,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.22,5127.1,No
CUST-95241611,Male,1,No,No,60,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,106.75,6405.0,Yes
CUST-13741196,Female,0,Yes,Yes,70,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),77.88,5451.6,Yes
CUST-29511512,Female,1,Yes,No,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),26.2,1624.4,Yes
CUST-93692386,Female,0,No,Yes,34,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),88.88,3021.92,Yes
CUST-50260456,Male,1,No,No,56,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,120.26,6734.56,Yes
CUST-21720477,Male,0,Yes,No,13,Yes,No,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Electronic check,95.29,1238.77,Yes
CUST-23217648,Male,0,Yes,No,56,No,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,97.93,5484.08,Yes
CUST-32558781,Female,0,No,No,18,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.64,1361.52,No
CUST-69946863,Male,0,Yes,No,54,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),36.67,1980.18,No
CUST-72784216,Female,0,Yes,Yes,43,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,110.87,4767.41,Yes
CUST-42425301,Female,0,Yes,No,39,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,117.53,4583.67,No
CUST-80373772,Male,0,Yes,No,61,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Two year,No,Credit card (automatic),96.97,5915.17,No
CUST-98146618,Male,0,No,No,42,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),75.21,3158.82,No
CUST-36778642,Female,0,No,No,18,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,116.08,2089.44,Yes
CUST-70995760,Male,0,Yes,Yes,23,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),114.57,2635.11,No
CUST-56547339,Female,0,No,No,54,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),82.25,4441.5,Yes
CUST-24573458,Male,1,Yes,No,30,No,No phone service,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Electronic check,86.46,2593.8,No
CUST-57911176,Male,1,No,Yes,58,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,78.3,4541.4,Yes
CUST-39264326,Female,1,No,No,68,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,94.0,6392.0,No
CUST-92896667,Male,0,Yes,Yes,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,31.95,2140.65,Yes
CUST-63953229,Female,0,No,Yes,71,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),97.74,6939.54,Yes
CUST-98132318,Male,0,No,Yes,18,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,89.52,1611.36,Yes
CUST-66294783,Female,0,Yes,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,29.15,204.05,No
CUST-69145779,Female,0,Yes,No,40,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,101.31,4052.4,No
CUST-56977874,Male,0,Yes,Yes,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,40.19,2813.3,No
CUST-39365614,Female,0,No,No,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),27.82,1808.3,No
CUST-99268367,Male,0,No,No,68,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.1,1298.8,No
CUST-57010676,Male,0,No,Yes,49,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,23.34,1143.66,No
CUST-61371106,Male,1,No,No,52,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,One year,No,Credit card (automatic),97.65,5077.8,No
CUST-47327243,Female,0,No,No,29,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,95.39,2766.31,Yes
CUST-79426200,Female,0,No,No,21,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),104.77,2200.17,Yes
CUST-79872506,Male,1,No,Yes,9,No,No phone service,DSL,No,No,Yes,Yes,Yes,No,Two year,Yes,Mailed check,74.61,671.49,No
CUST-20198499,Male,0,Yes,No,47,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),102.13,4800.11,No
CUST-47342772,Female,0,No,No,42,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),134.16,5634.72,Yes
CUST-54362902,Male,0,No,Yes,51,Yes,No,DSL,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,81.03,4132.53,No
CUST-10197775,Male,0,Yes,Yes,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),40.55,2270.8,No
CUST-45940920,Female,0,No,No,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,27.9,1422.9,No
CUST-94673574,Male,1,Yes,Yes,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),26.89,1882.3,No
CUST-33614649,Female,0,No,No,20,No,No phone service,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,86.0,1720.0,Yes
CUST-88507230,Male,1,No,No,27,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),37.65,1016.55,No
CUST-27310852,Female,0,Yes,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,28.89,1097.82,No
CUST-88535842,Male,0,Yes,No,72,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),110.39,7948.08,No
CUST-64564054,Male,0,Yes,Yes,65,Yes,No,DSL,No,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),64.32,4180.8,No
CUST-72989020,Female,0,No,Yes,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),29.42,1588.68,Yes
CUST-40773482,Male,0,Yes,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,33.16,795.84,No
CUST-88733130,Female,1,No,No,47,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,One year,No,Mailed check,116.48,5474.56,No
CUST-87273675,Male,0,Yes,No,71,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,94.41,6703.11,Yes
CUST-12276360,Female,0,No,Yes,63,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Mailed check,103.35,6511.05,Yes
CUST-59437769,Female,0,No,Yes,57,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,85.46,4871.22,No
CUST-41665404,Female,0,Yes,Yes,55,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,40.05,2202.75,No
CUST-95218477,Female,0,No,No,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,26.01,1560.6,No
CUST-67849484,Male,0,Yes,Yes,62,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,112.5,6975.0,Yes
CUST-26434343,Male,0,No,No,30,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,101.29,3038.7,Yes
CUST-54079273,Female,0,Yes,No,22,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,102.15,2247.3,Yes
CUST-50201137,Female,0,Yes,No,29,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,113.39,3288.31,Yes
CUST-82571674,Female,0,Yes,No,41,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),88.71,3637.11,Yes
CUST-90497273,Male,0,Yes,Yes,42,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,100.31,4213.02,Yes
CUST-90954884,Male,0,Yes,No,65,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,87.65,5697.25,No
CUST-67235484,Male,1,No,No,31,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,One year,Yes,Mailed check,99.73,3091.63,Yes
CUST-72182821,Male,0,No,No,30,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,114.19,3425.7,Yes
CUST-86835154,Female,0,Yes,No,18,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),89.72,1614.96,Yes
CUST-90768647,Female,0,No,No,17,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,No,Mailed check,97.45,1656.65,Yes
CUST-93273068,Female,1,Yes,Yes,38,Yes,No,DSL,Yes,No,Yes,No,No,No,Two year,Yes,Electronic check,74.14,2817.32,No
CUST-33020885,Male,0,No,Yes,14,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),121.51,1701.14,Yes
CUST-11286643,Male,0,No,No,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),32.79,1836.24,Yes
CUST-87031056,Male,1,No,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,30.56,672.32,No
CUST-51869822,Female,0,No,Yes,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,32.39,2170.13,Yes
CUST-16200646,Female,0,Yes,No,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,39.91,2234.96,No
CUST-84092760,Male,0,No,No,19,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Two year,Yes,Electronic check,93.97,1785.43,Yes
CUST-24509187,Female,0,No,Yes,57,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,65.42,3728.94,No
CUST-37780899,Male,1,Yes,No,44,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,One year,No,Bank transfer (automatic),100.25,4411.0,No
CUST-15409861,Male,0,No,No,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,37.85,1324.75,No
CUST-98825083,Female,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),30.05,30.05,No
CUST-65478034,Male,0,No,No,52,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,88.42,4597.84,No
CUST-22831595,Female,0,Yes,No,70,Yes,No,DSL,No,No,No,No,Yes,Yes,Two year,No,Electronic check,85.52,5986.4,No
CUST-85524262,Male,0,Yes,No,37,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),90.39,3344.43,No
CUST-87189210,Female,0,No,No,65,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,82.22,5344.3,Yes
CUST-10448345,Female,0,No,No,51,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Mailed check,104.8,5344.8,No
CUST-86246546,Female,0,Yes,No,1,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,68.4,68.4,Yes
CUST-84936358,Male,0,Yes,No,21,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,109.21,2293.41,Yes
CUST-25814828,Male,0,No,No,53,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.03,5354.59,Yes
CUST-58763532,Female,0,Yes,Yes,16,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,103.6,1657.6,Yes
CUST-48538877,Female,0,Yes,Yes,61,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Two year,No,Electronic check,103.11,6289.71,No
CUST-83851335,Male,1,No,Yes,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,29.62,1599.48,Yes
CUST-54196734,Male,0,No,No,40,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Two year,No,Credit card (automatic),100.24,4009.6,No
CUST-99630668,Male,0,Yes,Yes,26,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,39.59,1029.34,Yes
CUST-90558427,Female,0,No,No,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,27.84,1809.6,Yes
CUST-48503931,Male,0,No,Yes,64,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),85.81,5491.84,Yes
CUST-29164528,Male,0,No,Yes,43,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),86.3,3710.9,Yes
CUST-97580056,Female,0,No,No,17,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,No,Mailed check,136.69,2323.73,No
CUST-30812709,Male,0,Yes,No,59,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,102.39,6041.01,No
CUST-99589817,Male,0,Yes,Yes,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),42.29,972.67,No
CUST-62203051,Male,0,Yes,No,7,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Electronic check,96.28,673.96,Yes
CUST-49301804,Female,0,No,No,44,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),17.75,781.0,No
CUST-14848287,Female,0,Yes,Yes,53,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),57.79,3062.87,No
CUST-61152700,Female,1,No,No,71,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,101.12,7179.52,No
CUST-53750190,Female,0,Yes,No,34,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,80.59,2740.06,Yes
CUST-79334164,Female,0,Yes,Yes,46,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),92.7,4264.2,No
CUST-62187215,Female,0,No,No,68,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Mailed check,105.81,7195.08,Yes
CUST-88998740,Female,0,Yes,No,16,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,42.14,674.24,No
CUST-65257851,Male,0,Yes,No,71,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,101.53,7208.63,No
CUST-58518372,Male,1,No,Yes,19,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),93.41,1774.79,No
CUST-22842659,Female,0,Yes,Yes,2,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Two year,Yes,Mailed check,84.9,169.8,Yes
CUST-43978002,Male,0,No,No,10,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),69.56,695.6,No
CUST-12373139,Male,1,No,Yes,50,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),39.81,1990.5,No
CUST-65553464,Female,0,Yes,No,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,39.52,474.24,No
CUST-52801198,Male,0,No,No,70,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,One year,No,Bank transfer (automatic),108.06,7564.2,No
CUST-28892008,Male,0,No,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,25.3,556.6,Yes
CUST-45427853,Male,0,Yes,No,32,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),110.08,3522.56,No
CUST-66882318,Male,0,Yes,No,1,Yes,No,DSL,No,No,No,No,Yes,No,One year,No,Electronic check,73.67,73.67,No
CUST-83190814,Male,0,Yes,Yes,54,No,No phone service,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,80.04,4322.16,No
CUST-20986868,Female,0,No,No,58,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.25,1174.5,No
CUST-50480309,Female,0,Yes,Yes,70,Yes,No,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Electronic check,88.77,6213.9,Yes
CUST-49521538,Female,0,No,Yes,18,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),125.69,2262.42,No
CUST-88815702,Male,0,No,No,6,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),101.35,608.1,Yes
CUST-70972984,Female,0,No,No,45,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Two year,Yes,Mailed check,101.24,4555.8,No
CUST-48673354,Male,0,Yes,No,23,No,No phone service,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,89.11,2049.53,Yes
CUST-65454431,Male,0,Yes,Yes,23,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),102.14,2349.22,No
CUST-75557447,Male,0,No,No,26,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Electronic check,95.92,2493.92,No
CUST-93845477,Male,0,Yes,Yes,7,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),117.37,821.59,No
CUST-87982667,Female,0,Yes,No,44,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),93.37,4108.28,Yes
CUST-65860631,Female,0,Yes,Yes,27,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),111.31,3005.37,No
CUST-67681017,Male,0,Yes,No,26,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),83.46,2169.96,Yes
CUST-12667867,Female,0,No,No,36,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,66.67,2400.12,No
CUST-66987271,Male,0,Yes,No,55,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),41.37,2275.35,No
CUST-51241273,Female,0,Yes,No,64,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),123.26,7888.64,Yes
CUST-55718843,Female,0,Yes,No,57,Yes,No,DSL,No,No,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),80.28,4575.96,No
CUST-78452891,Male,0,No,No,69,No,No phone service,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Electronic check,85.58,5905.02,No
CUST-75432283,Female,0,No,Yes,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,40.82,2490.02,No
CUST-81275364,Male,0,Yes,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),23.94,47.88,Yes
CUST-34244264,Female,0,No,No,55,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,81.56,4485.8,No
CUST-52734307,Male,0,No,No,38,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,106.73,4055.74,No
CUST-84993343,Male,0,No,No,29,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Electronic check,58.97,1710.13,Yes
CUST-77606426,Female,0,No,Yes,26,Yes,No,DSL,No,No,Yes,No,Yes,No,Two year,No,Mailed check,80.55,2094.3,No
CUST-55791733,Female,0,Yes,No,35,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,125.81,4403.35,No
CUST-14578238,Male,0,Yes,No,67,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,104.15,6978.05,Yes
CUST-30814992,Female,0,Yes,No,29,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Two year,No,Mailed check,109.44,3173.76,No
CUST-31288948,Female,0,Yes,No,34,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),73.92,2513.28,No
CUST-15562067,Male,0,No,No,41,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,98.59,4042.19,No
CUST-48791628,Male,1,Yes,Yes,41,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,98.3,4030.3,Yes
CUST-37345820,Female,0,Yes,No,23,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,106.57,2451.11,Yes
CUST-45154828,Male,0,No,No,71,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,One year,No,Mailed check,79.51,5645.21,No
CUST-30088365,Male,0,No,No,3,Yes,No,DSL,No,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),69.69,209.07,Yes
CUST-68842658,Male,0,Yes,Yes,58,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),97.55,5657.9,Yes
CUST-53109628,Female,0,Yes,Yes,32,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Electronic check,54.77,1752.64,No
CUST-23021573,Female,0,Yes,No,31,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Mailed check,104.55,3241.05,No
CUST-62827729,Male,0,No,No,43,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),119.54,5140.22,No
CUST-54620658,Female,0,Yes,No,7,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,95.94,671.58,No
CUST-39933823,Male,0,Yes,No,1,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,107.77,107.77,Yes
CUST-90155332,Female,0,No,No,61,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Two year,Yes,Mailed check,83.25,5078.25,Yes
CUST-94461358,Male,0,Yes,Yes,14,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,No,Electronic check,103.41,1447.74,No
CUST-65519128,Male,0,No,No,52,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,101.38,5271.76,No
CUST-61509697,Female,0,Yes,No,6,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Mailed check,110.42,662.52,Yes
CUST-96966281,Male,0,Yes,No,10,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,83.97,839.7,Yes
CUST-17136029,Female,0,No,No,71,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,82.92,5887.32,Yes
CUST-97350522,Female,1,No,No,30,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Electronic check,102.43,3072.9,Yes
CUST-69994988,Male,0,Yes,No,21,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,35.28,740.88,Yes
CUST-46869124,Male,0,No,No,60,Yes,No,DSL,No,No,No,Yes,No,Yes,One year,No,Mailed check,84.34,5060.4,Yes
CUST-31496823,Female,0,No,Yes,63,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,115.2,7257.6,No
CUST-16285088,Male,0,No,Yes,42,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,117.62,4940.04,Yes
CUST-59907857,Male,0,Yes,No,51,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),98.62,5029.62,Yes
CUST-89569119,Male,0,No,Yes,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),25.65,1641.6,No
